bureau_record_id,applicant_id,bureau_name,pull_date,credit_score,total_accounts,active_accounts,payment_history_pct,credit_utilisation_pct,derogatory_marks,hard_inquiries_6m,oldest_account_yrs,total_credit_limit,outstanding_balance,missed_payments_12m
BUR0000236,APP000219,Experian,2022-07-04,640,9,10,61.6,65.7,0,4,18.4,911000.0,399600.0,0
BUR0000237,APP000219,CIBIL,2022-10-07,669,14,9,91.9,17.4,0,4,2.8,1695000.0,298500.0,0
BUR0000238,APP000219,Experian,2023-08-18,653,16,5,82.9,37.1,2,3,6.2,1028000.0,68800.0,0
BUR0000239,APP000221,Experian,2023-06-10,768,1,2,73.1,76.2,0,8,0.9,1624000.0,344400.0,0
BUR0000240,APP000221,CRIF,2023-08-26,749,9,4,81.0,34.7,1,1,18.8,238000.0,445200.0,4
BUR0000241,APP000222,CRIF,2023-06-07,1100,12,3,96.5,44.9,0,2,12.1,1864000.0,448900.0,3
BUR0000242,APP000222,CIBIL,2024-01-10,580,3,0,97.3,77.0,0,7,19.6,1483000.0,340000.0,0
BUR0000243,APP000223,Experian,2022-10-18,734,12,1,64.4,6.4,1,1,19.0,1408000.0,280400.0,0
BUR0000244,APP000223,CRIF,2023-03-06,722,14,10,82.2,46.2,1,7,15.9,1725000.0,198300.0,0
BUR0000245,APP000223,Equifax,2023-09-27,714,14,3,91.5,21.6,0,0,13.4,1681000.0,297600.0,0
BUR0000246,APP000225,Experian,2023-12-28,768,3,9,83.9,17.0,1,2,6.4,1627000.0,368800.0,5
BUR0000247,APP000228,Experian,2024-03-05,575,9,0,92.8,191.7,4,1,6.0,664000.0,179700.0,4
BUR0000248,APP000229,CIBIL,2023-08-30,456,15,2,85.3,90.5,0,5,4.5,1343000.0,95700.0,1
BUR0000249,APP000230,CIBIL,2023-09-23,535,3,10,98.3,27.0,0,8,3.1,1672000.0,482800.0,0
BUR0000250,APP000230,CRIF,2023-12-31,521,7,2,97.6,7.5,1,0,4.5,1953000.0,15600.0,0
BUR0000251,APP000231,Experian,2023-06-29,858,8,9,94.1,69.4,0,0,3.6,1955000.0,283100.0,1
BUR0000252,APP000233,CIBIL,2022-06-22,833,12,6,81.8,26.4,0,6,18.1,1008000.0,78100.0,0
BUR0000253,APP000235,CRIF,,488,4,1,97.6,19.1,0,8,7.0,1977000.0,405600.0,0
BUR0000254,APP000235,CIBIL,2024-01-17,496,5,0,65.0,66.4,3,1,0.9,275000.0,225800.0,0
BUR0000255,APP000236,Equifax,2022-04-30,839,9,7,83.7,40.0,0,0,14.8,1165000.0,290200.0,0
BUR0000256,APP000237,CIBIL,2023-12-19,644,19,9,62.1,83.8,1,7,9.5,375000.0,185800.0,5
BUR0000257,APP000239,CRIF,2023-06-29,484,11,6,97.7,74.4,1,6,12.6,1875000.0,33700.0,2
BUR0000258,APP000239,CIBIL,2023-12-22,503,14,9,62.7,39.0,1,4,1.3,1829000.0,130900.0,0
BUR0000259,APP000240,Experian,2022-09-25,755,4,8,75.1,78.4,0,3,18.4,751000.0,320800.0,0
BUR0000260,APP000240,CRIF,2023-04-16,727,12,9,63.7,48.4,1,0,2.8,793000.0,67800.0,5
BUR0000261,APP000242,CIBIL,2024-05-23,540,8,10,76.4,25.1,0,6,16.6,1588000.0,392200.0,1
BUR0000262,APP000243,Equifax,2022-07-16,458,7,4,92.0,67.5,1,5,5.9,1633000.0,419800.0,4
BUR0000263,APP000243,Experian,2023-04-03,460,11,2,80.3,84.4,0,7,7.1,1867000.0,397900.0,0
BUR0000264,APP000243,CIBIL,2023-09-03,478,17,7,87.8,88.4,2,0,6.7,767000.0,383100.0,0
BUR0000265,APP000245,Experian,2022-01-26,805,10,5,91.5,2.9,1,0,6.6,1620000.0,55800.0,0
BUR0000266,APP000245,Equifax,2022-07-12,834,15,3,96.9,55.4,0,6,8.5,178000.0,3800.0,0
BUR0000267,APP000245,Experian,2023-03-14,-300,6,0,67.9,67.8,0,8,5.6,1674000.0,14100.0,0
BUR0000268,APP000246,CRIF,2022-05-08,715,4,10,63.3,41.9,1,4,7.8,1679000.0,298200.0,3
BUR0000269,APP000246,CIBIL,2023-01-10,731,4,8,76.8,27.0,0,5,10.2,911000.0,231700.0,2
BUR0000270,APP000246,Equifax,2023-09-28,745,16,0,74.2,0.1,0,6,18.6,1489000.0,408800.0,1
BUR0000271,APP000246,CRIF,2024-01-07,758,8,6,83.9,10.9,0,1,4.1,226000.0,406100.0,3
BUR0000272,APP000247,Equifax,2022-09-29,721,13,7,78.7,14.3,1,0,1.1,1824000.0,327900.0,1
BUR0000273,APP000247,CIBIL,2023-01-25,713,10,10,97.0,5.6,0,7,4.3,205000.0,318800.0,0
BUR0000274,APP000249,Equifax,2023-07-10,647,19,5,98.4,10.5,0,5,5.5,648000.0,10700.0,0
BUR0000275,APP000249,Experian,2023-09-27,632,19,2,68.0,77.9,1,4,7.0,1560000.0,449900.0,0
BUR0000276,APP000250,CIBIL,2023-11-11,627,5,3,89.7,79.8,0,8,5.7,779000.0,315100.0,0
BUR0000277,APP000251,Experian,2024-06-27,657,2,2,67.5,32.8,0,6,3.4,1335000.0,497800.0,0
BUR0000278,APP000254,CIBIL,2022-06-28,890,11,14,60.4,85.0,2,3,8.7,249000.0,375100.0,0
BUR0000279,APP000254,CRIF,2022-12-15,889,5,10,91.8,59.9,1,8,5.0,870000.0,208500.0,0
BUR0000280,APP000255,Equifax,2022-09-19,796,14,7,97.1,18.9,-1,0,13.5,714000.0,188600.0,2
BUR0000281,APP000255,Equifax,2023-04-08,782,20,4,99.4,22.6,1,3,13.7,572000.0,376600.0,3
BUR0000282,APP000255,Equifax,2024-02-04,775,11,2,75.6,27.8,2,3,2.6,1824000.0,380500.0,0
BUR0000283,APP000257,CIBIL,2022-03-30,893,4,2,72.3,56.0,1,2,3.0,1949000.0,365800.0,0
BUR0000284,APP000257,Experian,2022-08-17,878,12,10,64.5,18.7,0,3,11.5,500000.0,412000.0,0
BUR0000285,APP000263,Experian,2023-05-08,691,5,1,89.5,62.5,0,2,18.7,1920000.0,398300.0,0
BUR0000286,APP000265,CIBIL,2022-08-05,883,16,1,90.2,5.5,0,1,8.1,1206000.0,29900.0,3
BUR0000287,APP000266,cibil,2023-04-11,701,7,5,75.7,94.8,0,1,16.9,1562000.0,259900.0,2
BUR0000288,APP000266,Equifax,2023-10-16,694,4,8,89.0,86.4,1,6,18.2,1994000.0,456300.0,0
BUR0000289,APP000267,CRIF,2024-06-06,867,11,10,77.4,35.4,0,0,3.9,1098000.0,175300.0,2
BUR0000290,APP000269,Experian,2023-04-25,898,19,0,72.8,90.9,0,5,5.0,413000.0,14000.0,2
BUR0000291,APP000271,Experian,2024-05-22,734,5,4,88.5,20.8,1,0,15.9,518000.0,97800.0,0
BUR0000292,APP000273,Equifax,2022-05-21,542,10,4,99.6,82.6,0,6,7.8,484000.0,423600.0,4
BUR0000293,APP000273,Experian,2023-02-27,563,12,10,99.1,23.9,1,8,5.4,1113000.0,55100.0,0
BUR0000294,APP000274,CIBIL,2023-03-24,808,7,2,76.0,4.1,1,3,16.3,1257000.0,460100.0,2
BUR0000295,APP000274,CRIF,2023-10-22,819,20,0,76.7,73.5,1,8,13.0,1323000.0,4600.0,0
BUR0000296,APP000275,Experian,2023-06-10,815,17,9,64.2,83.2,0,7,15.7,897000.0,65400.0,0
BUR0000297,APP000277,CRIF,2022-11-07,712,9,10,98.5,64.6,3,1,12.2,1633000.0,247000.0,1
BUR0000298,APP000277,Equifax,2023-04-02,715,12,2,67.2,245.6,4,4,1.6,1924000.0,419100.0,1
BUR0000299,APP000277,Experian,2023-08-15,695,14,1,83.7,42.6,3,5,17.3,1822000.0,322200.0,0
BUR0000300,APP000278,CRIF,2022-04-16,682,3,3,86.6,4.3,1,1,19.5,1523000.0,56200.0,1
BUR0000301,APP000278,CRIF,2022-12-16,707,17,5,80.2,33.7,0,8,7.8,1006000.0,357300.0,0
BUR0000302,APP000278,CIBIL,2023-12-16,728,14,3,69.8,82.1,2,4,1.0,1344000.0,81800.0,1
BUR0000303,APP000279,Equifax,2022-08-30,546,13,9,78.8,63.2,1,5,13.5,1851000.0,75000.0,0
BUR0000304,APP000279,Equifax,2023-02-02,525,4,7,87.4,84.0,0,3,16.9,1168000.0,167900.0,0
BUR0000305,APP000280,Experian,2023-09-10,554,8,8,71.5,36.1,0,4,13.2,961000.0,328700.0,2
BUR0000306,APP000280,Experian,2024-03-05,1100,7,6,64.3,94.2,0,0,4.2,1444000.0,99900.0,0
BUR0000307,APP000281,Equifax,2022-12-14,515,17,2,77.7,71.2,0,0,18.7,1905000.0,477800.0,1
BUR0000308,APP000281,CRIF,2023-08-28,509,13,8,90.2,49.8,2,4,1.3,900000.0,481800.0,0
BUR0000309,APP000281,Equifax,2024-04-02,500,13,10,98.7,57.0,0,5,19.6,152000.0,26700.0,3
BUR0000310,APP000283,Equifax,2022-06-24,772,19,0,71.4,6.8,0,7,15.4,553000.0,37100.0,0
BUR0000311,APP000284,CIBIL,2022-09-11,864,9,9,85.7,44.2,0,8,2.9,1426000.0,485900.0,2
BUR0000312,APP000285,Experian,2022-08-07,542,15,5,67.1,52.0,1,5,1.0,702000.0,311900.0,0
BUR0000313,APP000286,CRIF,2022-11-14,569,15,1,74.0,72.9,0,0,4.8,1979000.0,368000.0,0
BUR0000314,APP000286,Experian,2023-02-12,596,8,6,84.3,70.9,0,4,8.0,596000.0,106500.0,0
BUR0000315,APP000286,CIBIL,2023-09-12,617,14,6,62.1,71.6,4,1,1.1,736000.0,72300.0,0
BUR0000316,APP000287,Experian,2022-03-14,422,6,6,82.2,33.3,1,5,2.0,315000.0,424500.0,2
BUR0000317,APP000287,Experian,2022-11-25,0,15,2,64.5,16.9,1,1,9.0,108000.0,9300.0,0
BUR0000318,APP000287,CRIF,2023-01-25,441,6,6,64.6,91.9,2,0,10.5,1653000.0,44400.0,0
BUR0000319,APP000288,Experian,2024-06-10,437,3,9,122.4,8.7,4,1,4.4,687000.0,377200.0,4
BUR0000320,APP000289,CIBIL,2022-05-13,612,15,9,80.8,50.1,1,1,1.5,1687000.0,440500.0,1
BUR0000321,APP000289,CIBIL,2023-04-18,636,6,4,94.4,80.7,0,1,12.1,1694000.0,287300.0,1
BUR0000322,APP000290,CIBIL,2023-01-09,484,20,9,78.9,2.7,3,8,0.9,516000.0,303800.0,1
BUR0000323,APP000291,Experian,2023-09-17,822,16,3,66.0,9.5,0,5,9.7,1017000.0,334900.0,1
BUR0000324,APP000292,Equifax,2024-04-05,522,15,0,95.3,76.4,1,0,18.0,1842000.0,326500.0,0
BUR0000325,APP000294,CIBIL,2023-11-28,490,16,6,79.4,17.4,2,2,0.7,1300000.0,347200.0,0
BUR0000326,APP000294,CRIF,2024-03-05,508,16,7,97.9,243.7,0,4,2.4,802000.0,326500.0,0
BUR0000327,APP000295,Equifax,2024-06-16,851,6,7,87.8,151.4,1,4,19.7,1468000.0,356500.0,0
BUR0000328,APP000296,CIBIL,2023-01-24,783,18,7,70.2,68.3,0,8,13.8,50000.0,269700.0,2
BUR0000329,APP000296,Experian,2023-08-31,781,13,7,84.6,59.5,0,7,9.3,892000.0,170900.0,0
BUR0000330,APP000299,Experian,2023-02-12,493,10,5,93.6,79.0,2,5,10.5,1019000.0,395500.0,0
BUR0000331,APP000299,Equifax,2023-12-06,508,17,0,98.0,76.5,1,0,6.2,907000.0,148000.0,1
BUR0000332,APP000301,CRIF,2024-03-04,816,13,2,95.1,16.2,3,5,13.4,1701000.0,59300.0,2
BUR0000333,APP000302,CRIF,2022-07-05,567,12,0,62.7,3.7,0,7,15.8,1291000.0,284700.0,1
BUR0000334,APP000303,Equifax,2024-06-09,582,9,5,93.1,40.6,2,0,7.2,950000.0,186200.0,3
BUR0000335,APP000304,Equifax,2023-08-31,824,8,6,94.0,72.5,0,3,11.7,1876000.0,201000.0,3
BUR0000336,APP000304,Equifax,2024-02-25,849,2,0,63.1,88.5,0,7,4.0,1582000.0,322900.0,1
BUR0000337,APP000305,CIBIL,2024-01-28,505,1,9,79.6,63.5,0,2,13.7,527000.0,290600.0,4
BUR0000338,APP000306,Experian,2023-09-29,693,14,4,89.7,25.5,1,5,7.3,1370000.0,409800.0,3
BUR0000339,APP000306,Experian,2024-04-21,680,8,0,92.2,21.6,0,8,18.7,1485000.0,498100.0,0
BUR0000340,APP000309,Equifax,2023-11-24,509,9,6,73.0,16.4,1,8,15.7,1204000.0,443600.0,1
BUR0000341,APP000309,CRIF,2024-06-18,496,11,0,92.1,20.1,1,4,8.6,1667000.0,394500.0,0
BUR0000342,APP000310,CRIF,2024-01-31,735,14,0,64.7,48.9,0,5,18.6,1755000.0,169700.0,1
BUR0000343,APP000310,Experian,2024-05-08,748,15,5,79.0,31.5,0,0,12.2,817000.0,369800.0,0
BUR0000344,APP000311,CRIF,2024-05-05,505,8,0,80.4,36.9,0,7,16.0,1700000.0,376700.0,1
BUR0000345,APP000312,Experian,2023-02-14,588,20,2,94.9,56.6,0,0,2.8,1920000.0,23200.0,0
BUR0000346,APP000312,CRIF,2023-09-16,610,4,5,75.1,56.9,1,6,18.3,771000.0,371400.0,0
BUR0000347,APP000312,CRIF,2024-01-13,595,15,7,114.9,39.5,0,1,1.7,796000.0,230000.0,0
BUR0000348,APP000313,CIBIL,2022-07-31,413,1,1,76.8,44.2,0,5,7.3,148000.0,152700.0,0
BUR0000349,APP000313,CRIF,2023-01-01,400,9,10,90.6,15.6,0,2,13.7,1608000.0,197300.0,0
BUR0000350,APP000313,CIBIL,2023-04-22,396,11,7,94.2,63.0,1,7,11.9,1730000.0,328600.0,0
BUR0000351,APP000315,CRIF,2023-01-15,842,11,4,89.2,82.2,0,6,17.6,662000.0,162700.0,1
BUR0000352,APP000317,Equifax,2022-12-09,684,18,0,85.0,87.0,1,5,0.7,1786000.0,286100.0,0
BUR0000353,APP000319,Experian,2023-01-14,774,4,8,66.1,203.5,1,4,8.8,152000.0,427100.0,0
BUR0000354,APP000319,CRIF,2023-10-01,767,5,2,86.3,46.6,2,4,14.1,1682000.0,75800.0,0
BUR0000355,APP000319,Experian,2024-02-23,797,17,7,99.9,39.1,1,8,1.2,1838000.0,65100.0,2
BUR0000356,APP000320,CRIF,2024-01-30,624,8,6,94.9,172.8,1,4,9.7,1610000.0,80200.0,0
BUR0000357,APP000321,CRIF,2024-05-01,706,3,8,68.5,68.6,0,7,5.0,1466000.0,422100.0,2
BUR0000358,APP000322,Equifax,2022-07-25,868,12,3,61.6,25.1,1,6,16.2,1902000.0,1925158.8735601865,0
BUR0000359,APP000322,CRIF,2022-09-26,891,5,5,62.6,1.0,3,6,3.9,844000.0,408400.0,0
BUR0000360,APP000326,CIBIL,2022-02-15,745,18,5,95.1,17.2,-2,4,0.6,1694000.0,400100.0,1
BUR0000361,APP000329,CRIF,2024-03-25,775,7,2,78.4,13.3,3,7,1.1,1890000.0,168200.0,0
BUR0000362,APP000330,CIBIL,2023-03-10,796,4,10,143.7,15.3,2,6,16.0,67000.0,222300.0,0
BUR0000363,APP000330,CIBIL,2023-09-23,814,13,9,95.8,39.3,0,5,12.6,1950000.0,254300.0,4
BUR0000364,APP000331,Equifax,2024-03-29,875,9,3,72.3,25.1,4,5,9.5,66000.0,11800.0,1
BUR0000365,APP000333,Equifax,2022-05-29,867,1,0,70.4,12.0,0,6,1.9,1618000.0,313800.0,0
BUR0000366,APP000333,Experian,2022-12-04,843,8,3,64.8,21.0,1,2,18.9,230000.0,247600.0,0
BUR0000367,APP000334,CRIF,2022-08-24,417,16,3,89.2,63.5,1,5,3.8,229000.0,180300.0,1
BUR0000368,APP000335,CRIF,2024-05-08,589,14,10,78.3,82.7,0,7,17.7,1688000.0,314600.0,3
BUR0000369,APP000336,CRIF,2023-08-11,715,20,1,84.5,37.9,0,2,6.2,739000.0,397400.0,0
BUR0000370,APP000338,CIBIL,2022-01-30,437,9,9,93.3,61.0,1,3,9.9,1601000.0,279000.0,3
BUR0000371,APP000338,Experian,2022-11-09,416,6,0,69.8,12.7,0,2,8.9,1295000.0,197200.0,0
BUR0000372,APP000338,CIBIL,2023-03-19,391,2,0,94.0,92.4,0,4,12.5,264000.0,247100.0,0
BUR0000373,APP000338,CIBIL,2023-06-10,401,4,1,62.9,33.5,0,6,15.4,208000.0,193700.0,1
BUR0000374,APP000339,CIBIL,2022-03-07,407,13,0,76.7,20.5,1,3,10.8,958000.0,340900.0,0
BUR0000375,APP000341,Experian,2023-11-12,745,1,8,83.6,73.0,1,3,2.0,1741000.0,492000.0,0
BUR0000376,APP000341,CRIF,2024-05-19,716,2,5,64.0,58.2,4,0,19.7,946000.0,317100.0,0
BUR0000377,APP000342,Experian,2023-10-31,799,11,9,90.6,53.7,0,4,16.7,1834000.0,15800.0,0
BUR0000378,APP000344,Experian,2023-03-16,608,5,9,68.6,33.9,0,5,18.3,919000.0,112000.0,0
BUR0000379,APP000345,CIBIL,2023-12-23,872,17,2,81.1,10.1,1,4,4.3,1494000.0,117500.0,0
BUR0000380,APP000346,Equifax,2022-01-25,797,13,8,138.7,76.7,1,4,12.7,748000.0,107800.0,1
BUR0000381,APP000346,Equifax,2022-08-10,824,2,2,79.6,43.4,2,8,1.7,1145000.0,27700.0,0
BUR0000382,APP000347,CRIF,2022-07-14,637,12,10,62.7,16.1,2,8,9.8,1285000.0,285600.0,0
BUR0000383,APP000347,Equifax,2023-01-01,611,12,3,63.0,44.8,1,2,16.7,624000.0,237400.0,3
BUR0000384,APP000347,Experian,2023-03-04,589,19,9,65.7,59.4,0,0,8.7,1647000.0,463400.0,1
BUR0000385,APP000349,CIBIL,2024-05-19,872,20,1,69.2,42.6,0,2,9.3,599000.0,69700.0,3
BUR0000386,APP000350,Equifax,2024-02-20,537,5,2,74.4,2.4,1,2,3.8,165000.0,181900.0,0
BUR0000387,APP000352,CRIF,2023-04-27,581,12,3,67.7,66.8,1,3,7.8,667000.0,208900.0,2
BUR0000388,APP000353,Experian,2022-06-29,620,1,5,91.5,57.1,2,6,10.4,1477000.0,337300.0,1
BUR0000389,APP000353,Experian,2022-09-11,608,17,3,80.2,71.7,0,4,6.7,1994000.0,193500.0,0
BUR0000390,APP000354,CRIF,2023-02-04,702,16,0,96.1,49.4,1,1,15.8,990000.0,228400.0,1
BUR0000391,APP000354,Equifax,,679,16,0,70.9,10.3,2,5,9.2,1466000.0,172200.0,1
BUR0000392,APP000355,CRIF,2022-12-07,567,3,3,69.6,31.0,1,5,5.3,1675000.0,432200.0,3
BUR0000393,APP000355,CRIF,2023-03-27,589,12,1,88.9,56.6,0,5,15.5,618000.0,326900.0,1
BUR0000394,APP000357,Equifax,2023-11-05,573,16,4,96.2,41.4,0,3,12.5,1563000.0,354600.0,2
BUR0000395,APP000359,CIBIL,2023-08-10,556,5,5,95.6,73.5,4,0,12.0,405000.0,371800.0,1
BUR0000396,APP000359,Experian,2023-12-07,570,5,10,83.4,68.1,0,5,3.6,1570000.0,233000.0,0
BUR0000397,APP000359,CRIF,2024-03-17,540,11,8,80.9,89.4,2,3,9.7,1542000.0,184100.0,2
BUR0000398,APP000360,Experian,2023-07-27,419,19,7,89.1,9.7,0,6,2.9,358000.0,92000.0,0
BUR0000399,APP000360,Equifax,2024-05-26,410,6,2,94.7,50.0,2,7,12.6,1241000.0,18800.0,2
BUR0000400,APP000361,cibil,2023-08-22,847,2,5,93.5,60.9,0,0,12.7,1719000.0,425900.0,0
BUR0000401,APP000361,Equifax,2024-01-14,845,9,7,85.8,77.3,0,3,16.7,561000.0,119100.0,0
BUR0000402,APP000362,Equifax,2023-04-28,427,8,2,61.2,14.0,0,6,17.3,522000.0,42000.0,0
BUR0000403,APP000362,Experian,2023-08-15,402,2,7,73.9,32.4,0,6,8.9,56000.0,88900.0,0
BUR0000404,APP000363,Equifax,2024-06-21,459,7,9,87.0,39.9,0,3,1.4,1427000.0,341000.0,0
BUR0000405,APP000365,Equifax,2022-11-03,480,14,8,75.3,91.1,3,6,6.1,146000.0,117600.0,5
BUR0000406,APP000365,Equifax,2023-05-14,469,13,0,68.6,4.9,0,2,4.5,489000.0,242400.0,1
BUR0000407,APP000366,Experian,2022-11-16,456,20,4,71.2,32.7,1,0,10.8,343000.0,288000.0,0
BUR0000408,APP000368,CIBIL,2024-04-15,596,12,3,94.8,38.3,2,5,2.4,744000.0,392200.0,2
BUR0000409,APP000369,Equifax,2022-03-31,802,4,4,65.3,20.7,2,4,15.0,844000.0,244200.0,0
BUR0000410,APP000369,Equifax,2023-01-02,793,4,10,88.9,48.1,0,1,8.6,877000.0,378800.0,1
BUR0000411,APP000370,Equifax,2022-02-25,808,13,3,75.9,58.8,2,4,19.3,1691000.0,237000.0,2
BUR0000412,APP000370,CRIF,2023-01-15,786,7,0,71.8,78.7,0,0,11.2,852000.0,400500.0,3
BUR0000413,APP000371,CRIF,2023-11-14,647,13,2,78.7,92.8,0,5,7.0,654000.0,479300.0,1
BUR0000414,APP000371,Equifax,2024-06-29,9999,12,0,74.0,28.9,3,3,7.3,1441000.0,373100.0,5
BUR0000415,APP000372,CRIF,2022-09-10,650,13,1,85.6,94.6,1,0,10.7,1550000.0,419000.0,0
BUR0000416,APP000372,CIBIL,2023-05-21,665,15,3,84.0,27.6,0,3,16.7,231000.0,424200.0,3
BUR0000417,APP000372,Equifax,2024-05-10,690,3,3,97.3,46.9,2,3,9.5,445000.0,153900.0,0
BUR0000418,APP000373,Experian,2024-04-10,645,4,3,87.2,77.7,0,5,15.1,1611000.0,309800.0,0
BUR0000419,APP000374,Experian,2023-09-20,461,5,9,94.6,75.2,1,1,13.9,1278000.0,275100.0,2
BUR0000420,APP000375,Equifax,2022-11-22,754,2,0,77.2,24.3,2,7,10.6,79000.0,167900.0,0
BUR0000421,APP000377,CRIF,2024-06-10,823,5,10,92.0,40.3,1,7,3.4,614000.0,190000.0,1
BUR0000422,APP000380,Equifax,2022-09-27,649,19,6,85.7,35.1,0,5,7.3,278000.0,39000.0,1
BUR0000423,APP000380,Equifax,2023-01-16,641,17,8,75.2,19.0,0,0,12.8,1904000.0,384400.0,1
BUR0000424,APP000380,Equifax,2023-06-19,616,13,5,60.5,33.7,1,1,3.4,1615000.0,24600.0,3
BUR0000425,APP000381,Experian,2022-07-28,681,19,2,63.4,37.9,1,8,19.7,1351000.0,205800.0,0
BUR0000426,APP000381,CIBIL,2023-02-12,663,2,10,83.0,37.3,1,8,2.5,1947000.0,94400.0,1
BUR0000427,APP000383,CRIF,2023-10-31,563,2,2,62.2,62.8,0,8,10.7,986000.0,446700.0,0
BUR0000428,APP000385,CIBIL,2024-01-20,870,7,5,60.1,11.7,0,7,9.3,1599000.0,354400.0,0
BUR0000429,APP000387,Experian,2024-02-04,668,18,8,80.8,23.0,0,4,17.9,803000.0,245600.0,0
BUR0000430,APP000388,CRIF,2023-02-19,431,12,4,86.4,38.8,1,8,7.1,958000.0,305500.0,0
BUR0000431,APP000389,Experian,2024-01-12,572,1,3,71.0,74.9,1,6,2.4,929000.0,338100.0,1
BUR0000432,APP000390,CIBIL,2023-12-10,862,5,5,95.7,75.2,0,1,10.6,1213000.0,99800.0,1
BUR0000433,APP000392,CIBIL,2023-02-20,0,20,4,97.1,75.8,2,1,0.7,710000.0,7000.0,0
BUR0000434,APP000392,CIBIL,2023-12-11,682,6,7,92.2,35.8,0,7,3.8,933000.0,156400.0,1
BUR0000435,APP000393,CRIF,2022-10-21,863,6,2,71.6,91.3,0,6,5.0,1100000.0,270900.0,0
BUR0000436,APP000394,Equifax,2022-11-06,522,3,1,98.5,66.4,1,1,3.4,1414000.0,448100.0,0
BUR0000437,APP000395,CRIF,2023-07-10,529,18,2,94.6,62.3,0,5,13.1,1420000.0,425700.0,0
BUR0000438,APP000395,CIBIL,2024-06-10,537,4,6,70.1,92.0,0,5,6.6,605000.0,34800.0,0
BUR0000439,APP000397,CRIF,2023-10-15,406,4,10,85.7,6.2,0,0,8.7,765000.0,276800.0,0
BUR0000440,APP000398,Experian,2022-12-31,581,5,7,94.4,37.4,0,3,5.8,75000.0,309300.0,2
BUR0000441,APP000400,Equifax,2023-09-29,736,7,2,69.8,47.6,3,1,19.4,1988000.0,22400.0,0
BUR0000442,APP000400,CIBIL,2024-04-06,729,20,8,90.0,19.3,0,2,19.4,894000.0,227700.0,1
BUR0000443,APP000401,Experian,2022-02-03,475,18,5,68.0,61.2,0,8,15.6,747000.0,99500.0,2
BUR0000444,APP000401,Equifax,2022-08-08,498,14,5,92.1,35.0,0,4,13.6,246000.0,400.0,2
BUR0000445,APP000403,Equifax,2024-04-18,505,3,4,65.9,46.1,1,2,19.7,1821000.0,153500.0,0
BUR0000446,APP000404,Experian,2022-08-03,692,19,5,89.2,90.8,1,3,11.5,344000.0,251200.0,5
BUR0000447,APP000406,CRIF,2022-12-24,796,8,1,78.1,51.8,1,7,9.5,552000.0,352400.0,0
BUR0000448,APP000406,Equifax,2023-05-02,797,15,5,80.6,58.5,0,6,16.0,1512000.0,181500.0,0
BUR0000449,APP000407,CIBIL,2024-01-07,779,2,4,64.9,78.2,0,4,10.5,1931000.0,337600.0,0
BUR0000450,APP000408,Experian,2024-01-05,647,16,1,93.6,64.9,0,8,19.3,964000.0,489300.0,0
BUR0000451,APP000409,CIBIL,2022-10-04,626,9,3,68.0,35.7,3,7,15.5,235000.0,162800.0,1
BUR0000452,APP000411,Experian,2023-06-27,687,17,2,93.2,5.0,1,0,14.0,105000.0,131372.97857509594,2
BUR0000453,APP000411,Equifax,2023-08-31,695,6,2,72.3,93.3,0,8,15.9,1845000.0,174800.0,1
BUR0000454,APP000411,CRIF,2024-01-10,678,20,0,72.8,71.6,1,5,4.2,1977000.0,410800.0,1
BUR0000455,APP000412,CIBIL,2023-02-18,437,3,7,86.1,91.7,1,6,10.6,208000.0,36500.0,1
BUR0000456,APP000412,CRIF,2023-11-13,415,1,2,79.4,83.6,1,5,6.3,687000.0,2400.0,1
BUR0000457,APP000413,CRIF,2022-01-24,619,18,10,78.9,52.0,1,5,3.2,316000.0,199600.0,0
BUR0000458,APP000414,CRIF,2023-11-01,676,20,1,74.4,14.6,0,3,18.6,1416000.0,436700.0,0
BUR0000459,APP000414,Equifax,2024-04-26,658,20,5,82.7,94.7,0,4,14.7,428000.0,103300.0,0
BUR0000460,APP000418,Equifax,2023-04-24,584,1,2,87.7,84.7,0,5,2.4,1315000.0,342500.0,0
BUR0000461,APP000421,CIBIL,2024-02-29,464,10,5,78.4,86.3,3,4,12.9,50000.0,420700.0,1
BUR0000462,APP000422,CIBIL,2023-07-09,764,15,9,66.8,27.5,1,6,2.4,1020000.0,107800.0,2
BUR0000463,APP000422,Experian,2023-12-31,773,14,2,65.6,78.5,2,6,3.1,1422000.0,1432006.1786415582,3
BUR0000464,APP000423,Equifax,2022-04-23,748,17,3,60.7,36.6,4,6,5.2,1479000.0,316600.0,3
BUR0000465,APP000423,Experian,2023-04-12,738,13,9,72.0,65.5,0,6,17.8,325000.0,375600.0,4
BUR0000466,APP000424,CRIF,2022-02-15,517,4,0,74.4,29.8,1,2,0.6,1656000.0,344200.0,1
BUR0000467,APP000427,Experian,2024-05-15,523,10,7,73.0,58.6,0,1,8.4,1587000.0,258000.0,3
BUR0000468,APP000429,CIBIL,2022-07-09,812,11,5,96.9,10.5,2,8,5.9,1530000.0,41300.0,0
BUR0000469,APP000429,Experian,2022-10-07,811,16,1,98.7,38.3,0,6,6.0,872000.0,218100.0,1
BUR0000470,APP000429,CIBIL,2023-02-14,825,18,0,71.1,85.2,0,7,10.8,323000.0,193900.0,0
BUR0000471,APP000430,CRIF,2023-12-09,665,8,8,92.6,56.9,0,0,3.0,1644000.0,414200.0,0
BUR0000472,APP000431,CIBIL,2022-10-24,411,16,10,60.1,94.8,0,8,7.8,1001000.0,4600.0,0
